date,portfolio_return,nav
2016-10-31,,1.0
2016-11-01,,1.0
2016-11-02,,1.0
2016-11-03,,1.0
2016-11-04,,1.0
2016-11-07,,1.0
2016-11-08,,1.0
2016-11-09,,1.0
2016-11-10,,1.0
2016-11-11,,1.0
2016-11-14,,1.0
2016-11-15,,1.0
2016-11-16,,1.0
2016-11-17,,1.0
2016-11-18,,1.0
2016-11-21,,1.0
2016-11-22,,1.0
2016-11-23,,1.0
2016-11-24,,1.0
2016-11-25,,1.0
2016-11-28,,1.0
2016-11-29,,1.0
2016-11-30,,1.0
2016-12-01,,1.0
2016-12-02,,1.0
2016-12-05,,1.0
2016-12-06,,1.0
2016-12-07,,1.0
2016-12-08,,1.0
2016-12-09,,1.0
2016-12-12,,1.0
2016-12-13,,1.0
2016-12-14,,1.0
2016-12-15,,1.0
2016-12-16,,1.0
2016-12-19,,1.0
2016-12-20,,1.0
2016-12-21,,1.0
2016-12-22,,1.0
2016-12-23,,1.0
2016-12-26,,1.0
2016-12-27,,1.0
2016-12-28,,1.0
2016-12-29,,1.0
2016-12-30,,1.0
2017-01-03,,1.0
2017-01-04,,1.0
2017-01-05,,1.0
2017-01-06,,1.0
2017-01-09,,1.0
2017-01-10,,1.0
2017-01-11,,1.0
2017-01-12,,1.0
2017-01-13,,1.0
2017-01-16,,1.0
2017-01-17,,1.0
2017-01-18,,1.0
2017-01-19,,1.0
2017-01-20,,1.0
2017-01-23,,1.0
2017-01-24,,1.0
2017-01-25,,1.0
2017-01-26,,1.0
2017-02-03,-0.0005509186129750275,0.9994490813870249
2017-02-06,0.002456479847284676,1.0019042079138392
2017-02-07,-0.0024559334096946315,0.9994435978963099
2017-02-08,0.0026313255216784985,1.0020734593429326
2017-02-09,0.0014277614354588615,1.0035041811836791
2017-02-10,-6.530661868317098e-05,1.0034386457187716
2017-02-13,0.002607806099194703,1.0060554191392448
2017-02-14,0.0004411026940801293,1.0064991928950209
2017-02-15,-0.001402120043160319,1.005087960203238
2017-02-16,0.0018398013597116687,1.0069371223990498
2017-02-17,0.0020109001029783944,1.0089619723621748
2017-02-20,0.002711149665986047,1.0116974192765371
2017-02-21,-0.00041558854492917936,1.0112769694181514
2017-02-22,0.0020322014862667707,1.0133320879784304
2017-02-23,-0.00032747328381463504,1.0130002487919854
2017-02-24,0.002827154341261288,1.0158641568430564
2017-02-27,-0.0004597153438288104,1.0153971485029099
2017-02-28,0.0006171666940937001,1.0160238178042436
2017-03-01,0.0003845780018541345,1.0164145582139308
2017-03-02,0.003219171437746869,1.0196865709286433
2017-03-03,-0.001884807295388911,1.017764658240747
2017-03-06,0.00344202211960324,1.021267826706962
2017-03-07,-0.0036709983671208094,1.0175187541827277
2017-03-08,-0.003275349016063071,1.0141860251323895
2017-03-09,-0.004344698357020912,1.0097796927752833
2017-03-10,0.0016588125323520814,1.0114547279845736
2017-03-13,0.003937173927517099,1.0154370011684584
2017-03-14,0.00020991226228699814,1.0156501538465834
2017-03-15,-0.0008527928460839594,1.014784014661259
2017-03-16,0.004779271906392441,1.0196339433935857
2017-03-17,-0.0011587752171704718,1.0184524168493954
2017-03-20,0.0012141706020328122,1.019688991833503
2017-03-21,-0.0003990222996119823,1.0192821131870926
2017-03-22,-0.002305837624914752,1.0169318141401031
2017-03-23,0.000630196267096828,1.0175726807732663
2017-03-24,0.0013698173430813352,1.0189665694792354
2017-03-27,0.0008505122512384902,1.01983321303018
2017-03-28,-0.0004929719931998847,1.019330463818421
2017-03-29,0.000293263888115419,1.019629396633515
2017-03-30,-0.0016173866009825707,1.017980261709432
2017-03-31,0.0007124294245550707,1.01870550080149
2017-04-05,0.0029537217362867723,1.0217144733820822
2017-04-06,-0.002002610685360558,1.0196683770602997
2017-04-07,0.002294525218834468,1.0220080318663125
2017-04-10,-0.0005250064128825812,1.0214714710955652
2017-04-11,-0.00028895194532748694,1.0211763149268955
2017-04-12,0.00021926390860364044,1.02140022203708
2017-04-13,0.0010905395663154125,1.0225140993922548
2017-04-14,-0.002948371909714182,1.01949934754432
2017-04-17,-0.003053471616174458,1.016386335223885
2017-04-18,-6.413476497253148e-05,1.0163211495251543
2017-04-19,-0.0015385144916982329,1.0147575247083904
2017-04-20,-0.0008508612152477702,1.0138941068877352
2017-04-21,-0.0002688609484160476,1.013621510356564
2017-04-24,-0.003667838408206888,1.0099037104494937
2017-04-25,0.0034412159090033557,1.013379007164454
2017-04-26,0.0005019749616883383,1.0138876980527511
2017-04-27,-0.0001596245131843479,1.013725856722526
2017-04-28,-0.0005279425191603178,1.01319066773999
2017-05-02,-0.0017644886016346532,1.0114029043554802
2017-05-03,-0.0014803972650903412,1.009905626261968
2017-05-04,-0.0034127907112459525,1.006459029721426
2017-05-05,-0.002196711501663585,1.0042481295948837
2017-05-08,-0.0014051044211808152,1.0028370561080273
2017-05-09,-0.0024440796228732196,1.0003860424941315
2017-05-10,-0.0026997026999929417,0.9976852975941748
2017-05-11,0.0006482560191258765,0.9983320530935336
2017-05-12,0.002093789453090859,1.0004223502169833
2017-05-15,0.0018593984511411476,1.002282533985464
2017-05-16,0.0018588013461696253,1.0041455781088784
2017-05-17,-0.0015795845121757649,1.0025594453057278
2017-05-18,-0.000447497841258886,1.00211080211822
2017-05-19,-0.0013225152798193754,1.0007854952703465
2017-05-22,0.0015548299695625652,1.0023415465514962
2017-05-23,0.00028474977400762134,1.0026269630803553
2017-05-24,-0.0019211172272300381,1.0007007991490964
2017-05-25,0.003985960651321769,1.004689553158251
2017-05-26,0.0014325187202264193,1.0061287897511662
2017-05-31,-0.0009401946218627299,1.005182832874141
2017-06-01,0.0008547944576279931,1.0060420575885847
2017-06-02,-5.469828783649533e-05,1.005987028810543
2017-06-05,0.0001705620692583147,1.0061586120398238
2017-06-06,0.0012167368057527702,1.0073828422555178
2017-06-07,0.001785177472793535,1.009181199411991
2017-06-08,0.00046182863961139256,1.0096472681924369
2017-06-09,-0.000189322752922895,1.0094561189921416
2017-06-12,0.0007853800339461779,1.0102489256731428
2017-06-13,0.0013810665567809222,1.0116441466784138
2017-06-14,-0.001272490091832151,1.0103568395253055
2017-06-15,-0.0010851969598722924,1.0092604033546664
2017-06-16,-0.00014773445639802246,1.0091113008176127
2017-06-19,0.0024437220343725397,1.011577288338555
2017-06-20,0.0005839927302101841,1.0121680421209904
2017-06-21,0.0006723998463426775,1.0128486237569856
2017-06-22,-3.332078886656407e-05,1.0128148748418395
2017-06-23,0.0010329264584217868,1.0138610381235467
2017-06-26,0.002705796683856313,1.0166043399583926
2017-06-27,0.0002775275496430183,1.0168864756698177
2017-06-28,-0.001336569026110187,1.015527336703367
2017-06-29,-0.0005940877079367199,1.014924024395558
2017-06-30,-0.0025458513494756464,1.0123401786984354
2017-07-03,-0.0015496685220044428,1.0107713869899462
2017-07-04,-0.0028672403017337253,1.0078732625333293
2017-07-05,0.0023905740944545686,1.0102826582452349
2017-07-06,0.0006220557203660832,1.010911110351983
2017-07-07,-0.0013714045361344481,1.0095247422696176
2017-07-10,-0.000926967594806521,1.0085889455473784
2017-07-11,0.0023002315343966626,1.0109089336451704
2017-07-12,-0.00010631145904963418,1.0108014624414683
2017-07-13,0.001978546223571603,1.0128013798577624
2017-07-14,0.0013145798527651482,1.0141327881465763
2017-07-17,-0.0011026695337185868,1.013014534817942
2017-07-18,-0.00017207813032500127,1.0128402171707984
2017-07-19,0.003071040559994084,1.0159506905585232
2017-07-20,0.0017952472891832273,1.017774573281692
2017-07-21,0.00012700635231741565,1.0179038371177258
2017-07-24,-6.970232419749883e-05,1.0178328868544693
2017-07-25,-0.0012727633543487046,1.01653742645523
2017-07-26,-0.001643818356975447,1.0148664235730704
2017-07-27,0.00110299218016463,1.0159858133021833
2017-07-28,0.0007633485530134265,1.0167613646026497
2017-07-31,0.0007549580167527125,1.017528976745981
2017-08-01,0.001126860335009955,1.0186755897895992
2017-08-02,-0.00025743050469168103,1.0184133516184024
2017-08-03,-0.0019443762023920409,1.0164331729333171
2017-08-04,0.00044324512213591563,1.016883701979197
2017-08-07,-0.0004175403501685116,1.016459112002192
2017-08-08,-0.0008242448526126346,1.015621300811233
2017-08-09,-0.0007128405170644239,1.014897324798021
2017-08-10,0.0009591044994952165,1.0158707173887604
2017-08-11,-0.002581035142233387,1.0132487193672142
2017-08-14,0.0024257460066897394,1.0157066034020026
2017-08-15,0.00041005190327544216,1.016123095827897
2017-08-16,-0.0013058264498470567,1.0147962154130645
2017-08-17,0.0019578512125538934,1.0167830354139062
2017-08-18,-4.018328167279241e-05,1.016742177734794
2017-08-21,-0.0005909582137760715,1.0161413255935692
2017-08-22,-3.749374981963137e-05,1.016103226644926
2017-08-23,0.0004057760754920157,1.0165155370245287
2017-08-24,-0.0008503460437112721,1.0156511470592489
2017-08-25,0.003555861487077505,1.0192626618573828
2017-08-28,0.0031589148396785303,1.0224824258054543
2017-08-29,-0.0006168909533963657,1.0218516656469683
2017-08-30,-0.001368944310408788,1.0204528076231991
2017-08-31,0.000557234398734303,1.0210214390298917
2017-09-01,0.001783672298972731,1.0228426066873466
2017-09-04,0.0017402060019662726,1.0246225635305708
2017-09-05,-0.00035089122608796425,1.0242630324629762
2017-09-06,-0.0009056263697003895,1.0233354328512685
2017-09-07,-0.0011441848466954647,1.0221645479559136
2017-09-08,0.0007007119031787197,1.0228807908216737
2017-09-11,-0.0006260563598845948,1.022240409797176
2017-09-12,0.0007417024372374736,1.022998608000565
2017-09-13,0.00011453747516572706,1.0231157796782235
2017-09-14,-0.0003570729501236237,1.0227504527084557
2017-09-15,0.0018927882902182761,1.0246863027891575
2017-09-18,-0.0004711831031204105,1.0242034879172843
2017-09-19,-0.0015529216812625944,1.0226129801148727
2017-09-20,0.0008978567275724287,1.0235311400587717
2017-09-21,-0.0006010513635222315,1.0229159452714318
2017-09-22,0.0009231659419553906,1.0238602664335894
2017-09-25,-0.0017130513521138,1.0221063412197997
2017-09-26,0.0016303532280094028,1.023772735592576
2017-09-27,-0.0002917524668959093,1.023474047371426
2017-09-28,-0.00024712692755375176,1.023221119374668
2017-09-29,0.0004115480937983145,1.023642224075881
2017-10-09,0.0028295712979702977,1.0265386927325164
2017-10-10,0.0002760966902294872,1.0268221166679725
2017-10-11,-0.0010433143195739145,1.0257508184499975
2017-10-12,0.0014939203978663912,1.0272832085208081
2017-10-13,-0.0014130665182363967,1.025831589014101
2017-10-16,0.001634280132586539,1.0275080851994065
2017-10-17,-0.0020045774207004567,1.0254483656922286
2017-10-18,0.0005526382323811939,1.026015067664443
2017-10-19,-0.00021559477147613888,1.0257938641803988
2017-10-20,-0.0004574994544857902,1.0253245640471214
2017-10-23,-0.0003444896904193775,1.0249713503054734
2017-10-24,0.001447641942488732,1.026455141822025
2017-10-25,-0.00036495334436188406,1.0260805335851795
2017-10-26,0.0017854593597013417,1.0279125586776765
2017-10-27,0.00014195008721400962,1.0280584709550291
2017-10-30,-0.0010440028362526511,1.0269851749955186
2017-10-31,0.0005707584903856945,1.0275713355036475
2017-11-01,-0.001198368196911131,1.0263399266951225
2017-11-02,-0.0004313938981008794,1.025897169913369
2017-11-03,0.0001965267801086712,1.0260987861808948
2017-11-06,0.001564253563780845,1.0277038648639694
2017-11-07,0.0016917484584848866,1.029442481293132
2017-11-08,-0.0005862042457848482,1.0288390177398068
2017-11-09,0.0018376254258544353,1.0307296384779168
2017-11-10,0.0004340298135291157,1.0311770058707042
2017-11-13,-0.0014163645205435955,1.0297164833451884
2017-11-14,0.0001838429279458862,1.0299057894384407
2017-11-15,-0.00559702737824504,1.0241413785379405
2017-11-16,0.0007623181993566703,1.0249221001495141
2017-11-17,0.0027123744149511416,1.0277020726312776
2017-11-20,0.002377098021744991,1.0301450211950727
2017-11-21,0.002707908686674318,1.0329345598465012
2017-11-22,-0.0007860788290376823,1.0321225918572245
2017-11-23,-0.0022873308555419075,1.0297617860061676
2017-11-24,-0.002914050316224977,1.02676100834802
2017-11-27,-0.00036590176372307677,1.0263853146841435
2017-11-28,-0.001295239132864431,1.0250559002591673
2017-11-29,-0.001668571927281711,1.0233455207601003
2017-11-30,-0.001985648212903136,1.0213135165556206
2017-12-01,-0.0006405319714726027,1.0206593325953697
2017-12-04,0.004067503400200464,1.0248108679011476
2017-12-05,-0.0011194007715030836,1.0236636938249744
2017-12-06,-0.0036241278744077914,1.019953805698164
2017-12-07,-0.0025875137388167617,1.0173146612129618
2017-12-08,0.00044796127654037624,1.017770378787242
2017-12-11,0.0020690957444565476,1.0198762431468247
2017-12-12,-0.0008384144820708244,1.0190211641346505
2017-12-13,0.0010500133080111552,1.0200911499181369
2017-12-14,0.000909413321421741,1.0210188343989368
2017-12-15,-0.0031631009963770215,1.0177892487065299
2017-12-18,0.00149835864725226,1.0193142620284097
2017-12-19,0.004036079770925028,1.023428295701598
2017-12-20,-0.0010496105598483058,1.0223540945551821
2017-12-21,0.0021149117868745878,1.0245162832801165
2017-12-22,-0.0007870223884531105,1.0237099660278404
2017-12-25,-8.444562027861845e-05,1.0236235182047737
2017-12-26,-5.029755614464426e-05,1.023572032443396
2017-12-27,-0.0020671562522132396,1.02145614911694
2017-12-28,-0.00399073767583144,1.0173797855784494
2017-12-29,0.006281073395750669,1.0237700226830206
2018-01-02,0.00028107682829012833,1.0240577807138949
2018-01-03,0.0001837825799725964,1.0242459846948755
2018-01-04,0.002335625098692002,1.0266382393239633
2018-01-05,0.0002056848349948462,1.0268494032408182
2018-01-08,-0.00012176628448728731,1.0267243676042577
2018-01-09,0.00028834254407127,1.0270204159204726
2018-01-10,-0.00028960376169090695,1.0267229869446886
2018-01-11,-0.00011658011607142688,1.0266032914596974
2018-01-12,0.0033642103186020712,1.0300570008459369
2018-01-15,0.002642304762156773,1.032778725364565
2018-01-16,6.945476515450261e-05,1.0328504567683918
2018-01-17,-0.002804260277123881,1.029954075260267
2018-01-18,0.002285887069696701,1.0323084339632858
2018-01-19,-0.002619825614614341,1.0296039658858063
2018-01-22,0.0001923600187550063,1.0298020205239944
2018-01-23,0.00272866508456024,1.0326120053414076
2018-01-24,0.00021055908135229288,1.0328294311766457
2018-01-25,5.655266592133495e-05,1.0328878404344208
2018-01-26,-0.0001195744402882562,1.0327643334490204
2018-01-29,-0.00047395283834930434,1.0322748518618363
2018-01-30,-0.0004918690331104932,1.0317671078285469
2018-01-31,-0.0022152007581096923,1.0294815365490924
2018-02-01,-0.0003060178841573899,1.0291664967874985
2018-02-02,-0.0034423636797286826,1.0256237314185637
2018-02-05,-0.007901246378682211,1.0175200256248023
2018-02-06,-0.018190080684257554,0.9990112542608394
2018-02-07,0.00637351415063478,1.0053784666265142
2018-02-08,0.003501741339839701,1.008899041965285
2018-02-09,-0.011334042970692598,0.9974641368705599
2018-02-12,0.003922665969209604,1.001376855495769
2018-02-13,0.004544011905472629,1.0059271238490066
2018-02-14,0.004653541864339428,1.0106082478323126
2018-02-22,-0.0010576764050080252,1.009539351333874
2018-02-23,0.004102658169401798,1.0136811462009563
2018-02-26,0.008377062017511431,1.0221728160286638
2018-02-27,-0.0006225826519400695,1.0215364289661197
2018-02-28,-0.0006658478792128094,1.020856241101354
2018-03-01,-0.0030610892565926077,1.017731309029193
2018-03-02,-0.006034510176585935,1.0115897990878262
2018-03-05,0.0036708816402510457,1.015303225508763
2018-03-06,0.00027591739120799957,1.0155833653260304
2018-03-07,0.0005808277849982746,1.016173244362594
2018-03-08,0.0029306460263482056,1.0191512884432665
2018-03-09,-0.0005188405805383855,1.0186225113971141
2018-03-12,0.006295862216337005,1.0250356183793294
2018-03-13,-0.00336851176610428,1.0215827738381427
2018-03-14,-3.100499358864225e-05,1.0215510996707895
2018-03-15,7.10946301886422e-05,1.0216237264684396
2018-03-16,-0.0036814559779736414,1.0178626636933927
2018-03-19,-0.00044281379928701496,1.0174119400601302
2018-03-20,-0.0026658931738931255,1.0146996285140866
2018-03-21,0.0032820678428853466,1.0180299415350202
2018-03-22,0.00124541512498234,1.019297811421893
2018-03-23,-0.007293138250442697,1.0118639315648195
2018-03-26,-0.00016498936383159928,1.0116969847784665
2018-03-27,0.003127258138939861,1.0148608224082558
2018-03-28,-0.007420502532136472,1.0073300451058094
2018-03-29,-0.0014805227045010779,1.0058386701031041
2018-03-30,0.00016925883666503905,1.0060089171862785
2018-04-02,0.0014081936167141154,1.0074255725218177
2018-04-03,-0.0002883635287148247,1.0071350677288078
2018-04-04,0.0005798292826083378,1.0077190341326185
2018-04-09,0.001321478960712873,1.0090507136345346
2018-04-10,0.003917013371158903,1.0130031787720184
2018-04-11,0.002340886177785258,1.0153745039112583
2018-04-12,-0.0014889043334200254,1.0138627084123406
2018-04-13,-0.0026073974247558924,1.0112191653973701
2018-04-16,0.0005033747620614101,1.0117281876041437
2018-04-17,-0.000783700502332736,1.0109352957152942
2018-04-18,0.0030379596676277545,1.0140064763702585
2018-04-19,0.004202955206396269,1.0182683001694384
2018-04-20,-0.0032465892206735244,1.0149624012823546
2018-04-23,-0.001821562278400147,1.0131135840581842
2018-04-24,0.003606506082315738,1.0167673843611669
2018-04-25,-0.002675759561039334,1.0140467593111095
2018-04-26,-0.0027132253467849208,1.0112954219409216
2018-04-27,0.0009147003891006891,1.012220454256867
2018-05-02,-0.00030862273916157915,1.0119080600076389
2018-05-03,6.680187501860807e-05,1.0119756573633938
2018-05-04,0.0002659479464827803,1.0122447902113603
2018-05-07,8.99316124003763e-05,1.012335823017488
2018-05-08,5.9310321441440895e-05,1.0123958649805578
2018-05-09,-9.439794201862733e-05,1.0123002968943955
2018-05-10,0.0035416602048480906,1.0158855205712622
2018-05-11,-1.719976358121277e-05,1.0158680475804829
2018-05-14,0.0034818176791505313,1.0194051149082326
2018-05-15,-0.00026107854958415177,1.0191389700993938
2018-05-16,-0.004315356294822821,1.0147410223294762
2018-05-17,0.003133862208784907,1.0179210808710581
2018-05-18,7.459318570504125e-05,1.0179970108472767
2018-05-21,0.003513949156968966,1.0215742005853403
2018-05-22,0.00031114174598253445,1.021892054965761
2018-05-23,-0.003477031910207962,1.018338903681857
2018-05-24,0.003969172227479598,1.022380866176513
2018-05-25,0.0002922534060106454,1.022679660466893
2018-05-28,-0.0001791040671494231,1.0224964943803125
2018-05-29,0.00023005330406689533,1.0227317230772415
2018-05-30,-0.00698881585738655,1.015584039393147
2018-05-31,0.0038299043643087653,1.0194736291379412
2018-06-01,-0.0012261959123147693,1.0182235547411795
2018-06-04,0.003652185206195423,1.021942295744405
2018-06-05,0.0035632749871500695,1.0255837571651418
2018-06-06,-0.00251478903845379,1.0230046303746068
2018-06-07,0.0019046256201078807,1.0249530712031072
2018-06-08,-0.002268343201696514,1.0226281258719856
2018-06-11,0.0007236957044952521,1.023368197453975
2018-06-12,0.0036815261639517424,1.027135754248258
2018-06-13,-0.0022944169442816356,1.0247790765696332
2018-06-14,0.00010748532697299362,1.0248892252837534
2018-06-15,-0.0005219905409931864,1.0243542428025894
2018-06-19,-0.008496692248473088,1.0156506200480782
2018-06-20,-1.756203764971806e-05,1.01563278315365
2018-06-21,0.00031745493119965347,1.0159552007889503
2018-06-22,0.0013182089279349346,1.017294442005012
2018-06-25,-0.0007793986566890693,1.016501564083456
2018-06-26,-0.0038232681642847302,1.0126152060145501
2018-06-27,-0.006348271052353263,1.0061868502150353
2018-06-28,-0.0011113728583007504,1.005068601459327
2018-06-29,0.007006275182428579,1.0121103886583698
2018-07-02,-0.0012539562233226964,1.010841246537822
2018-07-03,0.002475809620496356,1.013343897020795
2018-07-04,-0.003638013666739431,1.0096573380743263
2018-07-05,0.0013310183136273376,1.0110012104817914
2018-07-06,0.0025762445030723894,1.0136057967928946
2018-07-09,0.0037492666638507684,1.0174060752170961
2018-07-10,-0.0004740124600081189,1.0169238120605553
2018-07-11,-0.0015817399383482398,1.0153153030527617
2018-07-12,0.0038101468411714445,1.0191838034474814
2018-07-13,0.00037881793680450646,1.019569888553128
2018-07-16,0.0008254107797124994,1.02041145252981
2018-07-17,-0.002725838895534333,1.0176299753030555
2018-07-18,-0.0022014838630391425,1.015389679333881
2018-07-19,0.0034497093876259387,1.0188924786427778
2018-07-20,0.0037684470046098384,1.0227321209519387
2018-07-23,-0.000564441352040035,1.0221548486508139
2018-07-24,0.004238520893866957,1.0264872733335877
2018-07-25,-0.0004014490351294137,1.0260751910081354
2018-07-26,-0.0011868595437756475,1.0248573838750559
2018-07-27,0.0011585063519274981,1.026044687664095
2018-07-30,-0.002207267356537651,1.0237799327186652
2018-07-31,-0.0006237272574187958,1.0231413732690302
2018-08-01,-0.001957633129440999,1.021138437820617
2018-08-02,-0.0050367816028477575,1.0159951865230414
2018-08-03,0.0013980858156267672,1.0174156349820644
2018-08-06,0.0002011852922574012,1.0176203240439357
2018-08-07,0.007852894316906939,1.0256115889033892
2018-08-08,-0.006419776649638224,1.019027391573349
2018-08-09,0.0020867745721716634,1.0211538720224307
2018-08-10,0.0005764654597298715,1.021742531958721
2018-08-13,-0.0007662419129658694,1.0209596300064745
2018-08-14,-0.0011962053570706572,1.019738352627708
2018-08-15,-0.0020859845612665744,1.0176111941675952
2018-08-16,-0.0028038770362768138,1.0147579375084104
2018-08-17,-0.0005817832836850266,1.0141675683033813
2018-08-20,0.0016336278334397652,1.0158243406707335
2018-08-21,0.0006638802493516482,1.0164987263873155
2018-08-22,-5.0856917630440996e-05,1.0164470303953161
2018-08-23,0.0024823881959997974,1.0189702465054287
2018-08-24,-0.0018517406046304823,1.0170833779250643
2018-08-27,0.0063112196443921445,1.0235024145198097
2018-08-28,0.00127294259500637,1.0248052743393439
2018-08-29,-0.0006026545907572339,1.024187670736131
2018-08-30,-0.0016024475304457673,1.0225464637324468
2018-08-31,-0.0015455365353496074,1.0209660808136558
2018-09-03,-0.00046892413518832544,1.0204873251771538
2018-09-04,0.0025059734250761647,1.0230446392946748
2018-09-05,-0.0056135403843497154,1.0173017368970017
2018-09-06,-0.0018752143191897142,1.015394078113036
2018-09-07,0.0017587335798430383,1.0171798857749872
2018-09-10,-0.005065724824275648,1.0120271323768628
2018-09-11,-0.0012422132702358216,1.0107699788431856
2018-09-12,-0.0018184291206393372,1.008931965279389
2018-09-13,0.002765676950719346,1.0117223451606063
2018-09-14,0.0013047401693685123,1.013042379944585
2018-09-17,-0.0026246273233314884,1.0103835212344896
2018-09-18,0.005587346694314777,1.0160288842618492
2018-09-19,0.0034854510923286474,1.019570203246337
2018-09-20,-0.0012878772616976017,1.0182571219648715
2018-09-21,0.008592924992092146,1.0270069290365793
2018-09-25,-0.0023528824945441605,1.0245905024114736
2018-09-26,0.0026961340392731886,1.0273529357413413
2018-09-27,-0.0006726473679602885,1.0266618894931487
2018-09-28,0.0029425267033118944,1.029682869518255
2018-10-08,-0.011993050259395233,1.0173338311128841
2018-10-09,0.000993035990347,1.0183440802213768
2018-10-10,-4.079742417200729e-05,1.018302534405983
2018-10-11,-0.012751743727658445,1.0053174014500128
2018-10-12,0.004966405072652721,1.0103102148922003
2018-10-15,-0.0033123436927201344,1.0069637202242114
2018-10-16,-0.0016745266497733542,1.005277532639341
