date,portfolio_return,nav
2016-10-31,,1.0
2016-11-01,,1.0
2016-11-02,,1.0
2016-11-03,,1.0
2016-11-04,,1.0
2016-11-07,,1.0
2016-11-08,,1.0
2016-11-09,,1.0
2016-11-10,,1.0
2016-11-11,,1.0
2016-11-14,,1.0
2016-11-15,,1.0
2016-11-16,,1.0
2016-11-17,,1.0
2016-11-18,,1.0
2016-11-21,,1.0
2016-11-22,,1.0
2016-11-23,,1.0
2016-11-24,,1.0
2016-11-25,,1.0
2016-11-28,,1.0
2016-11-29,,1.0
2016-11-30,,1.0
2016-12-01,,1.0
2016-12-02,,1.0
2016-12-05,,1.0
2016-12-06,,1.0
2016-12-07,,1.0
2016-12-08,,1.0
2016-12-09,,1.0
2016-12-12,,1.0
2016-12-13,,1.0
2016-12-14,,1.0
2016-12-15,,1.0
2016-12-16,,1.0
2016-12-19,,1.0
2016-12-20,,1.0
2016-12-21,,1.0
2016-12-22,,1.0
2016-12-23,,1.0
2016-12-26,,1.0
2016-12-27,,1.0
2016-12-28,,1.0
2016-12-29,,1.0
2016-12-30,,1.0
2017-01-03,,1.0
2017-01-04,,1.0
2017-01-05,,1.0
2017-01-06,,1.0
2017-01-09,,1.0
2017-01-10,,1.0
2017-01-11,,1.0
2017-01-12,,1.0
2017-01-13,,1.0
2017-01-16,,1.0
2017-01-17,,1.0
2017-01-18,,1.0
2017-01-19,,1.0
2017-01-20,,1.0
2017-01-23,,1.0
2017-01-24,,1.0
2017-01-25,,1.0
2017-01-26,,1.0
2017-02-03,-0.0029493920224456845,0.9970506079775543
2017-02-06,-0.0009512632814537619,0.9961021503444341
2017-02-07,-0.0033413824578461004,0.9927737920930504
2017-02-08,0.0021446018268658266,0.9949028965812377
2017-02-09,0.002139960780101229,0.9970319497599305
2017-02-10,-0.00020177775116973174,0.9968307708952636
2017-02-13,0.0016890235497418438,0.998514441542413
2017-02-14,0.0005600577127082366,0.9990736672566494
2017-02-15,-0.0010647357832433576,0.9980099177730251
2017-02-16,0.0016017089202755002,0.9996084391608456
2017-02-17,0.0022181419362532987,1.0018257125595809
2017-02-20,0.002925795610975979,1.0047568498323507
2017-02-21,-0.0008926916360705487,1.0038599117962208
2017-02-22,0.0009466964798076896,1.0048102624409383
2017-02-23,0.0001382172781828755,1.0049491445805032
2017-02-24,0.0019113693510967413,1.0068699735748654
2017-02-27,-0.0009726735698935547,1.0058906177632498
2017-02-28,0.00027069430550759273,1.0061629066254418
2017-03-01,-0.00042435017693178713,1.0057359412179931
2017-03-02,0.0016398149841915497,1.0073851620845424
2017-03-03,-0.0014005963289031274,1.0059742221247354
2017-03-06,0.001890410523926109,1.0078759263810384
2017-03-07,-0.0026421038502666997,1.0052130135153559
2017-03-08,-0.00277218487182782,1.0024263772063242
2017-03-09,-0.003421635219850618,0.9989964398087678
2017-03-10,0.0012160858050769704,1.0002113051985417
2017-03-13,0.0029416952412899995,1.0031536220353288
2017-03-14,0.0007283827369954086,1.0038843018161738
2017-03-15,-0.00010914412122341058,1.0037747337462422
2017-03-16,0.004412054473928735,1.008203442551084
2017-03-17,-0.000777987468079218,1.007419072907505
2017-03-20,0.0009074537664225694,1.0083332591395808
2017-03-21,-0.0007842092344514445,1.007542514886359
2017-03-22,-0.0012407492282636083,1.006292407288571
2017-03-23,0.00039280801193724305,1.0066876870085057
2017-03-24,0.001663259813645443,1.0083620701831988
2017-03-27,0.001163269409336147,1.009535066932978
2017-03-28,-0.0001839174600444097,1.0093493958076418
2017-03-29,-6.793882437390712e-05,1.009280821796308
2017-03-30,-0.001048320086904814,1.0082227724374913
2017-03-31,0.00041527715921102157,1.0086414643262809
2017-04-05,0.0006353033857425736,1.0092822576635676
2017-04-06,-0.0015006531328318976,1.007767675081693
2017-04-07,0.0016336159086463766,1.009413980387926
2017-04-10,-0.00047099431141173415,1.0089385521453038
2017-04-11,-0.0007581786728907246,1.00817359645281
2017-04-12,0.0002961250298792885,1.008472141889183
2017-04-13,-0.00016139562903735416,1.0083093788934763
2017-04-14,-0.0025254282565050972,1.0057629658967195
2017-04-17,-0.003847702593024106,1.0018930891248712
2017-04-18,-0.0004135402095762675,1.0014787660468214
2017-04-19,-0.0008073322663269043,1.0006702399249505
2017-04-20,-0.0012518120436789508,0.9994175888668614
2017-04-21,-0.0007966958042687811,0.9986213570670988
2017-04-24,-0.0040643455449100715,0.994562614803451
2017-04-25,0.003357642437988489,0.9979020004461517
2017-04-26,0.0005163630105572681,0.9984172801273433
2017-04-27,0.0003199769417180604,0.9987367506351971
2017-04-28,-0.0006013798312455669,0.9981361304966414
2017-05-02,-0.001609581896297234,0.9965295486509539
2017-05-03,-0.0014283333301994153,0.9951061722820871
2017-05-04,-0.0031422101033175497,0.9919793396136687
2017-05-05,-0.0017610942086445374,0.99023237054358
2017-05-08,-0.0015916289591867778,0.9886562880262988
2017-05-09,-0.00274259649926269,0.9859448027517839
2017-05-10,-0.0031773536771787575,0.9828121074072652
2017-05-11,0.0010415650566090301,0.983835770155553
2017-05-12,0.0011609569421540242,0.9849779611228545
2017-05-15,0.0019399752130127043,0.9868887939527966
2017-05-16,0.0009040005018947156,0.9877809419178443
2017-05-17,-0.0009165226482731585,0.986875618313044
2017-05-18,0.00031614653066359424,0.9871876156159702
2017-05-19,-0.0013163715315308768,0.9858881099424935
2017-05-22,0.0006098620806882723,0.9864893657165489
2017-05-23,-2.0166225757453845e-05,0.9864694719492926
2017-05-24,-0.0013642346620998844,0.985123696102556
2017-05-25,0.0027174886736735264,0.9878007585888822
2017-05-26,0.0010328115405423266,0.9888209706121092
2017-05-31,-9.714430580532222e-05,0.9887249122853533
2017-06-01,0.0007337444141320419,0.9894503836668558
2017-06-02,0.00013449667434839826,0.9895834614528917
2017-06-05,0.0006554048848138861,0.990232039287459
2017-06-06,0.0007100513316764868,0.9909351548656237
2017-06-07,0.0009004374850261595,0.9918274300242949
2017-06-08,0.00030121976802625504,0.9921261880526889
2017-06-09,-2.3523391623114266e-05,0.9921028498798278
2017-06-12,0.001790425638466531,0.9938791362582482
2017-06-13,0.0015854289482277377,0.9954548610119116
2017-06-14,-0.00036195201776682286,0.9950945541163726
2017-06-15,-0.0003053737415795201,0.9947906783691566
2017-06-16,-9.524073954525728e-05,0.994695933769256
2017-06-19,0.003022941824022407,0.9977028417096321
2017-06-20,0.0008480119218804059,0.9985489056138958
2017-06-21,-0.0002356536080958739,0.9983135939614277
2017-06-22,-0.0006243201171807458,0.9976903267014626
2017-06-23,0.0006704347676052169,0.9983592129837867
2017-06-26,0.002242281717617716,1.0005978155946755
2017-06-27,0.0008909598635963886,1.0014893080879728
2017-06-28,-0.0009651570980003136,1.0005227135737003
2017-06-29,-0.0008075044967813656,0.9997147869833576
2017-06-30,-0.001986670256214342,0.9977286833513601
2017-07-03,-0.0014690633734244717,0.9962629566860336
2017-07-04,-0.002130061448044021,0.9941408553698823
2017-07-05,0.0017511683865862834,0.9958817634076199
2017-07-06,0.001254978276479585,0.9971315733866387
2017-07-07,-0.001114850754734687,0.9960199204994789
2017-07-10,-0.0007792950256685542,0.9952437271299668
2017-07-11,0.0015949527193656501,0.9968310938189844
2017-07-12,0.0004951056900198065,0.9973246305655228
2017-07-13,0.0016669067033619573,0.9989870776776404
2017-07-14,0.0006218363070704459,0.9996082841128345
2017-07-17,-0.00031584296642358123,0.9992925648671187
2017-07-18,-0.0006555502316242525,0.9986374783947597
2017-07-19,0.0018469967700715873,1.0004819585918272
2017-07-20,0.0014017151989284826,1.0018843493594392
2017-07-21,0.00023974205260497055,1.0021245431698274
2017-07-24,1.4332929390535083e-05,1.0021389065501451
2017-07-25,-0.0009356733192217847,1.001201231913132
2017-07-26,-0.0013865646965780206,0.9998130016307908
2017-07-27,0.000719582175893288,1.0005324492459906
2017-07-28,0.0005763676008870963,1.0011091237333722
2017-07-31,0.0001124414442736757,1.0012216898891204
2017-08-01,0.0004065566171738874,1.0016287431924027
2017-08-02,-9.196432783069545e-05,1.0015366290782992
2017-08-03,-0.0012114995406946032,1.000323267912182
2017-08-04,0.00038310309508722535,1.0007064948522069
2017-08-07,-0.0013955006940886536,0.9993100082440616
2017-08-08,-0.0007810766705188111,0.9985294705100062
2017-08-09,-0.0005600977299694877,0.997970196420266
2017-08-10,0.0009857586362338393,0.9989539541600913
2017-08-11,-0.0006468704820905475,0.9983077603341775
2017-08-14,0.00204810508718121,1.0003523995366903
2017-08-15,0.0004400621221581822,1.0007926167365364
2017-08-16,-0.0011908719261758912,0.9996008009053408
2017-08-17,0.0011401529047993623,1.0007404986621329
2017-08-18,-0.0001968859858033512,1.0005434668825204
2017-08-21,-0.0010893598219855177,0.9994535150295485
2017-08-22,-0.00047559229052975753,0.9989781826430576
2017-08-23,0.000257074281792387,0.9992349942418869
2017-08-24,-0.0009877135363637636,0.9982480363120658
2017-08-25,0.0015898997572637759,0.9998351506226875
2017-08-28,0.0019055103378663475,1.0017403468383612
2017-08-29,-0.000524433749485708,1.0012150003922575
2017-08-30,-0.0008958618572794524,1.0003180500624702
2017-08-31,0.0006390521067890404,1.0009573054198215
2017-09-01,0.001165194990609534,1.0021236158579108
2017-09-04,0.0011694574207290987,1.0032955567569637
2017-09-05,-0.0009966860277047156,1.0022955860938858
2017-09-06,-0.00043141541301438234,1.0018631803296487
2017-09-07,-0.00010745527735410443,1.0017555248437355
2017-09-08,0.0010468281285461283,1.0028041907050684
2017-09-11,-0.0012179415567040084,1.0015828338079718
2017-09-12,0.000334987876875876,1.0019183519149844
2017-09-13,3.8610635537234043e-05,1.0019570366193082
2017-09-14,-9.261810879912769e-05,1.0018642372534785
2017-09-15,0.0015790274652860833,1.0034462084005895
2017-09-18,-0.0004601313372101602,1.0029844913548998
2017-09-19,-0.0010353526404994092,1.0019460487133955
2017-09-20,0.0006828565792331022,1.0026302341647961
2017-09-21,-0.0004342381166590142,1.002194853900207
2017-09-22,0.0009584488193629496,1.0031554063746995
2017-09-25,-0.0007312682289768425,1.0024218306972912
2017-09-26,0.0008902373799966163,1.0033142240815025
2017-09-27,-0.0003877149584244408,1.002925224148826
2017-09-28,0.0002040596263793151,1.0031298806953521
2017-09-29,-3.800195590124503e-05,1.0030917597978628
2017-10-09,0.0018165861664334543,1.004913962412375
2017-10-10,0.000335948283204637,1.005251561532816
2017-10-11,-0.0011199695166542484,1.00412571042733
2017-10-12,0.0006465187239698433,1.004774896500341
2017-10-13,-0.0011223075861578728,1.0036472300116177
2017-10-16,0.000507293668977182,1.0041563738972892
2017-10-17,-0.002114169036590582,1.0020334175837005
2017-10-18,0.00044345215323274815,1.0024777714603392
2017-10-19,0.0003402823069482826,1.002818896909076
2017-10-20,-0.0005395274708434187,1.0022778485659127
2017-10-23,-0.00038608523971955105,1.0018908838824836
2017-10-24,0.0009778501269491987,1.0028705830104774
2017-10-25,-0.0010131881637501087,1.001854486405998
2017-10-26,0.0010294642166742505,1.0028858597500674
2017-10-27,-0.00045790779272092977,1.0024266304996783
2017-10-30,-0.00238880242201414,1.0000320313368491
2017-10-31,0.0005155288973539447,1.000547576747283
2017-11-01,-0.0001642524696980073,1.0003832343367518
2017-11-02,-0.0006428130266767807,0.999740174962051
2017-11-03,-2.909597971316196e-05,0.999711086542202
2017-11-06,0.0009502742300811495,1.0006610862252694
2017-11-07,0.00038109759309822987,1.001042435756737
2017-11-08,-0.0005295912457762287,1.0005122924461096
2017-11-09,0.0007152679550313114,1.0012279268275113
2017-11-10,-0.000801165414157048,1.000425777640849
2017-11-13,-0.002232936823777689,0.9981918900824983
2017-11-14,-0.00011904560256360461,0.9980730597274694
2017-11-15,-0.004584086230636424,0.9934978067572036
2017-11-16,0.0002673490308824501,0.9937634174330239
2017-11-17,0.0017395739036248847,0.9954921423403673
2017-11-20,0.0010901681366456818,0.996577396154228
2017-11-21,0.0005783164693136506,0.9971537332753697
2017-11-22,-0.0033985246835226725,0.9937648816995667
2017-11-23,-0.0001724529192328181,0.9935935040446865
2017-11-24,-0.0016065686054655525,0.9919972279144937
2017-11-27,0.0007157518402064107,0.9927072517558532
2017-11-28,-0.0020287572849968802,0.9906932896869843
2017-11-29,-0.0012027386002169142,0.989501744626502
2017-11-30,-0.0005949008084883365,0.9889130892386231
2017-12-01,0.00020777846726645214,0.9891185640845649
2017-12-04,0.003320872368960116,0.9924033005936589
2017-12-05,-0.0005178912041245143,0.9918893436533374
2017-12-06,-0.0024042943813146643,0.9895045496775058
2017-12-07,-0.0013182993753253778,0.9882000864477843
2017-12-08,-5.608588039145493e-05,0.988144662375933
2017-12-11,0.0007780178503347545,0.9889134565619745
2017-12-12,-0.0007146346091107798,0.9882067447804999
2017-12-13,0.0006405961452950405,0.9888397862119609
2017-12-14,0.0007318679255039817,0.9895634863349516
2017-12-15,-0.0020924204346287655,0.9874929034747819
2017-12-18,0.0013690676016123464,0.9888448480157512
2017-12-19,0.0025194607826412026,0.9913362038304436
2017-12-20,-0.0006777040201441644,0.9906643712997933
2017-12-21,0.0011624987220727255,0.9918160173654322
2017-12-22,-0.0001931885645615426,0.9916244098527283
2017-12-25,-4.813600568069169e-05,0.9915766770145025
2017-12-26,-0.0003818114605972847,0.9911980816751574
2017-12-27,-0.0017475510491944705,0.9894659124275665
2017-12-28,-0.0039099665784642565,0.9855971337794451
2017-12-29,0.005765242905167424,0.9912793406623204
2018-01-02,0.00223801510427817,0.9934978387992817
2018-01-03,0.0006624898172959835,0.9941560210009918
2018-01-04,5.36817025764885e-05,0.9942093889888257
2018-01-05,0.0006449055381245697,0.9948505601298401
2018-01-08,-0.0009375198132543477,0.9939178680184912
2018-01-09,0.002032902930108629,0.9959384065646735
2018-01-10,-0.0013967542965717832,0.9945473253161834
2018-01-11,-0.001440297120611466,0.9931148816672187
2018-01-12,0.003545434355652979,0.9966359052877919
2018-01-15,0.0005932659311320033,0.9972271754161421
2018-01-16,0.0013543293754106846,0.998577749473766
2018-01-17,-0.002665109423752658,0.9959164305032937
2018-01-18,0.00037077258652503384,0.9962856890141941
2018-01-19,9.899405947214759e-05,0.9963843153789437
2018-01-22,0.0031956505731632477,0.9995684114874752
2018-01-23,0.0018011579771145545,1.0013687921054977
2018-01-24,0.0006638526243731088,1.0020335534061022
2018-01-25,-0.0018315821612562195,1.0001982466247035
2018-01-26,0.000780201658101984,1.0009786029551508
2018-01-29,-0.0029094111410482596,0.9980663446557622
2018-01-30,-0.0027953779024305213,0.9952763720507518
2018-01-31,0.001111300512845857,0.9963824231934352
2018-02-01,-0.0009038331722706781,0.9954818597070855
2018-02-02,0.0004228726436712667,0.9959028217528266
2018-02-05,-0.0030480269181302607,0.9928672831442822
2018-02-06,-0.005602327174215808,0.9873049157835332
2018-02-07,-0.0017111646969541808,0.9856154744665151
2018-02-08,0.00033957282091660835,0.9859501626935188
2018-02-09,-0.006710867383401894,0.979333581905039
2018-02-12,0.002136371303459626,0.9814258020659353
2018-02-13,0.003339996156380612,0.9847037604726084
2018-02-14,0.004889939280582539,0.9895189020706808
2018-02-22,-0.00117557007396788,0.988355653261781
2018-02-23,0.002191408095275638,0.9905215438413503
2018-02-26,0.007297738905361708,0.9977501114484402
2018-02-27,-0.001689371205026375,0.9960645411403474
2018-02-28,-0.0018173246688664556,0.9942543684779499
2018-03-01,-0.0003092051717841735,0.9939469398851476
2018-03-02,-0.0023389300927608393,0.9916221674768426
2018-03-05,0.0006120745196707349,0.9922291141386959
2018-03-06,0.002099816005383817,0.9943126127135721
2018-03-07,9.064536323422653e-05,0.99440274254152
2018-03-08,0.0014161715482991974,0.995810987413058
2018-03-09,0.00020067798026993414,0.9960108247507425
2018-03-12,0.001987224571205093,0.9979901219348736
2018-03-13,-0.0025880077911501287,0.9954073157238152
2018-03-14,-0.0005200735147634809,0.9948896307425055
2018-03-15,0.0007749913928188167,0.9956606616431356
2018-03-16,-0.002205307734953462,0.9934649234846251
2018-03-19,0.0006025948790175849,0.9940635803600005
2018-03-20,-0.0002506722144469957,0.9938143962410106
2018-03-21,0.0006112925857031853,0.9944219076129979
2018-03-22,0.001544096460204608,0.9959573909604931
2018-03-23,0.0009321939015540248,0.9968858163665542
2018-03-26,-0.0018051880435831862,0.9950862500100316
2018-03-27,0.0007106527185427509,0.9957934107587857
2018-03-28,-0.0031921788985029838,0.9926146600456932
2018-03-29,-0.0007981955394305845,0.9918223594516713
2018-03-30,0.0009503870593440475,0.9927649745872623
2018-04-02,0.0010323835958605124,0.9937898888615712
2018-04-03,0.00020670470644146115,0.9939953099088127
2018-04-04,0.0012133492841499298,0.9952013734065389
2018-04-09,0.001187734459886255,0.99638340837226
2018-04-10,0.000364483519105863,0.9967465737033223
2018-04-11,0.0016635586917274315,0.9984047201294561
2018-04-12,-0.0009712901595497822,0.9974349794495464
2018-04-13,-0.0026468843938465157,0.9947948843685648
2018-04-16,0.000688521046505557,0.9954798215834085
2018-04-17,0.00027300513617450146,0.9957515926876589
2018-04-18,0.008069031835544983,1.0037863439893502
2018-04-19,0.0022871827890020855,1.0060821868391578
2018-04-20,-0.002138026271694664,1.0039311566922118
2018-04-23,-0.0024942823457019987,1.0014270689317741
2018-04-24,0.0030076517956585053,1.0044390128538678
2018-04-25,-0.002347989178614269,1.002080600921109
2018-04-26,-0.002641573192799613,0.9994335316686913
2018-04-27,0.00020721086345743738,0.9996406251537567
2018-05-02,-0.002180190068317182,0.9974612185909102
2018-05-03,0.0009030724328884772,0.9983619983202949
2018-05-04,0.0008328048019169475,0.9991934389865476
2018-05-07,0.0009814016889188304,1.0001740491151256
2018-05-08,0.00012701977642951803,1.000301090999235
2018-05-09,-0.0018171622167490738,0.9984833816512982
2018-05-10,0.0009660400416976285,0.9994479565789429
2018-05-11,9.51195402370631e-05,0.9995430236090636
2018-05-14,2.606735079026882e-05,0.99956907904769
2018-05-15,-0.00018796464439834164,0.9993811954011953
2018-05-16,-0.0028465207308064422,0.9965364361105076
2018-05-17,-0.00010707981449254488,0.9964297271737939
2018-05-18,0.0009014331707587614,0.9973279419821985
2018-05-21,0.0023564653919150597,0.9996781107618694
2018-05-22,0.0016098193114652604,1.001287411889823
2018-05-23,-0.001304915999422677,0.9999808159260274
2018-05-24,0.0027241181621807165,1.0027048818285238
2018-05-25,0.0009066951936251365,1.0036140295255023
2018-05-28,0.0015261555132863092,1.0051457006098743
2018-05-29,0.0003597376254268099,1.0055072893374195
2018-05-30,-0.0025758589454712927,1.0029172443914431
2018-05-31,0.0024065113801576502,1.0053307761534276
2018-06-01,-0.0013073639941502098,1.0040164428944736
2018-06-04,0.0005019356900067245,1.004520394580516
2018-06-05,0.0002053568554317937,1.004726679729964
2018-06-06,-0.00036408397319118727,1.0043608748484367
2018-06-07,-0.0006519111943654495,1.0037061207509403
2018-06-08,-0.0010666442217694043,1.0026355234168869
2018-06-11,0.001709205973920236,1.0043492340431757
2018-06-12,0.0010104768757098828,1.0053641057193132
2018-06-13,-0.0010408415996716303,1.0043176809352639
2018-06-14,0.001342279123855389,1.005665755592102
2018-06-15,0.00032231610390068396,1.0059898978602708
2018-06-19,-0.003820257152867045,1.002146757757258
2018-06-20,-0.00041600630999249154,1.0017298583824925
2018-06-21,0.0014718353726991974,1.003204239821949
2018-06-22,0.002104139963412899,1.0053151219544236
2018-06-25,0.0006413888924398444,1.005959919907047
2018-06-26,-0.001824323036064782,1.0041247240518028
2018-06-27,-0.0025884257765196646,1.0015256217332265
2018-06-28,0.0013132756402937829,1.002840900935379
2018-06-29,0.005032428006120267,1.007887625570929
2018-07-02,-0.00010054115465663125,1.00778629138529
2018-07-03,0.002238122367769828,1.0100418404259712
2018-07-04,-0.0023605182875745777,1.0076576181904302
2018-07-05,0.0012967046435268259,1.008964252503023
2018-07-06,0.0013048181002546517,1.0102807673221987
2018-07-09,0.0016266158364323733,1.011924106017568
2018-07-10,-0.0004388752282437902,1.0114799975945743
2018-07-11,-0.0011795507367840458,1.0102869056181694
2018-07-12,0.002830978793172363,1.0131470064229942
2018-07-13,0.0008230414096179553,1.0139808683633107
2018-07-16,0.001425712100583467,1.0154265131570963
2018-07-17,-0.0013332229912704585,1.0140727231838096
2018-07-18,-0.000715506946859907,1.0133471471057505
2018-07-19,0.0032125766698412913,1.0166026025089925
2018-07-20,0.0019949571150051333,1.0186306811040005
2018-07-23,-0.0009133279171888778,1.017700337265643
2018-07-24,0.0008319076071157453,1.0185469699179786
2018-07-25,-0.0006436386708509686,1.0178913937000613
2018-07-26,-0.0005701323419151724,1.017311060895956
2018-07-27,0.0013115031120441078,1.0186452675182378
2018-07-30,-0.0011419005133754775,1.0174820759643113
2018-07-31,0.000993741964563419,1.018493190601388
2018-08-01,-0.00044069245670699147,1.0180443483350827
2018-08-02,-0.001215099360301702,1.016807323298662
2018-08-03,0.0016583521146567614,1.018493547873453
2018-08-06,0.0017459956380132076,1.0202718331653846
2018-08-07,0.002762686520196868,1.023090524405807
2018-08-08,-0.004778160937670655,1.0182020332263901
2018-08-09,-0.0004175999108123837,1.0177768321481258
2018-08-10,0.0006059158142471488,1.0183935192260987
2018-08-13,-0.0029338928525854016,1.015405661758922
2018-08-14,-0.0003610467851869302,1.0150390528090834
2018-08-15,-0.00040845474134036327,1.0146244552953179
2018-08-16,-0.004709885428334462,1.0098456903580906
2018-08-17,-0.0012735989709942136,1.0085595519259876
2018-08-20,-0.0009719656540645915,1.0075792666814367
2018-08-21,0.0013417408826986157,1.0089311769761027
2018-08-22,-0.0003017118409206715,1.008626770493335
2018-08-23,0.002847354206485057,1.0114986881710726
2018-08-24,-0.002123747010521768,1.0093505208559226
2018-08-27,0.002910535117543401,1.0122882709927845
2018-08-28,0.0009094358090196981,1.013208882195476
2018-08-29,-0.00038895015803347324,1.0128147944406252
2018-08-30,-2.8793002850633026e-05,1.0127856324613618
2018-08-31,0.00048043956057714215,1.0132722147455804
2018-09-03,-0.001676984479250985,1.0115729729681957
2018-09-04,0.00011354036613380223,1.0116878273339176
2018-09-05,-0.003487493449620023,1.0081595726630301
2018-09-06,-0.00031863488214950106,1.0078383378564069
2018-09-07,0.0007771492391127079,1.0086215786538206
2018-09-10,-0.004367280448157668,1.0042166453537757
2018-09-11,-0.0007337922010548333,1.0034797590112456
2018-09-12,0.000260800506835221,1.0037414670409945
2018-09-13,0.0013557074051324352,1.0051022467807005
2018-09-14,0.0013680937854279238,1.0064773209182407
2018-09-17,-0.0013060220479284238,1.0051628393463816
2018-09-18,0.00239795648475479,1.0075731760952267
2018-09-19,0.0009554374464197854,1.0085358492376761
2018-09-20,-0.0014148869408275888,1.0071088850352332
2018-09-21,0.0035851670413068405,1.0107195386168688
2018-09-25,-0.0007382090759637523,1.0099734162802079
2018-09-26,0.0013155833095279033,1.011302120449733
2018-09-27,-0.00034954088003703713,1.0109486290165677
2018-09-28,0.0015814542633057563,1.012547398035909
2018-10-08,-0.0013536261485779053,1.011176787401253
2018-10-09,0.00014348471244272586,1.0113218758118219
2018-10-10,0.00010846432733929747,1.0114315681588053
2018-10-11,-0.004245706649902463,1.0071373264239523
2018-10-12,0.003901258259780769,1.0110664292373972
